id	name	source	features	aliases
ftr06621	Trimethylamine methyltransferase corrinoid protein	ModelSEED	null	ModelSEED:msfr.6621
ftr06622	Methylcobalamin:coenzyme M methyltransferase, methylamine-specific	ModelSEED	null	ModelSEED:msfr.6622
ftr06623	Methylthiol:coenzyme M methyltransferase	ModelSEED	null	ModelSEED:msfr.6623
ftr06624	Methylthiol:coenzyme M methyltransferase corrinoid protein	ModelSEED	null	ModelSEED:msfr.6624
ftr06625	Hexokinase (EC 2.7.1.1)	ModelSEED	null	ModelSEED:msfr.6625
ftr06626	Polyphosphate glucokinase (EC 2.7.1.63)	ModelSEED	null	ModelSEED:msfr.6626
ftr06627	OpcA, an allosteric effector of glucose-6-phosphate dehydrogenase, actinobacterial	ModelSEED	null	ModelSEED:msfr.6627
ftr06628	OpcA, an allosteric effector of glucose-6-phosphate dehydrogenase, cyanobacterial	ModelSEED	null	ModelSEED:msfr.6628
ftr06629	2-dehydro-3-deoxygluconate aldolase (EC 4.1.2-)	ModelSEED	null	ModelSEED:msfr.6629
ftr06630	Glyceraldehyde-3-phosphate: ferredoxin oxidoreductase (EC 1.2.7.6)	ModelSEED	null	ModelSEED:msfr.6630
ftr06631	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	ModelSEED	null	ModelSEED:msfr.6631
ftr06633	Non-phosphorylating glyceraldehyde-3-phosphate dehydrogenase (NADP) (EC 1.2.1.9)	ModelSEED	null	ModelSEED:msfr.6633
ftr06634	Non-phosphorylating glyceraldehyde-3-phosphate dehydrogenase (NAD)	ModelSEED	null	ModelSEED:msfr.6634
ftr06635	Phosphoglycerate mutase (EC 5.4.2.1)	ModelSEED	null	ModelSEED:msfr.6635
ftr06636	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)	ModelSEED	null	ModelSEED:msfr.6636
ftr06637	2,3-bisphosphoglycerate-independent phosphoglycerate mutase, archaeal type (EC 5.4.2.1)	ModelSEED	null	ModelSEED:msfr.6637
ftr06638	Enolase (EC 4.2.1.11)	ModelSEED	null	ModelSEED:msfr.6638
ftr06639	Glucose 1-dehydrogenase (EC 1.1.1.47)	ModelSEED	null	ModelSEED:msfr.6639
ftr06640	Gluconolactonase (EC 3.1.1.17)	ModelSEED	null	ModelSEED:msfr.6640
ftr06641	Gluconate dehydratase (EC 4.2.1.39)	ModelSEED	null	ModelSEED:msfr.6641
ftr06643	Aldose 1-epimerase (EC 5.1.3.3)	ModelSEED	null	ModelSEED:msfr.6643
ftr06644	Altronate hydrolase (EC 4.2.1.7)	ModelSEED	null	ModelSEED:msfr.6644
ftr06645	Glucose-1-phosphatase (EC 3.1.3.10)	ModelSEED	null	ModelSEED:msfr.6645
ftr06646	Gluconate utilization system Gnt-I transcriptional repressor	ModelSEED	null	ModelSEED:msfr.6646
ftr06647	1,4-lactonase (EC 3.1.1.25)	ModelSEED	null	ModelSEED:msfr.6647
ftr06648	Chaperone HdeA	ModelSEED	null	ModelSEED:msfr.6648
ftr06649	Chaperone HdeB	ModelSEED	null	ModelSEED:msfr.6649
ftr06650	Membrane transporter HdeD, H-NS repressed	ModelSEED	null	ModelSEED:msfr.6650
ftr06651	Putative membrane transporter ATPase,YhiD	ModelSEED	null	ModelSEED:msfr.6651
ftr06652	Transcriptional activator GadE	ModelSEED	null	ModelSEED:msfr.6652
ftr06653	Erythronate-4-phosphate dehydrogenase (EC 1.1.1.290)	ModelSEED	null	ModelSEED:msfr.6653
ftr06654	Phosphoserine aminotransferase (EC 2.6.1.52)	ModelSEED	null	ModelSEED:msfr.6654
ftr06655	Pyridoxine 5'-phosphate synthase (EC 2.6.99.2)	ModelSEED	null	ModelSEED:msfr.6655
ftr06656	Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)	ModelSEED	null	ModelSEED:msfr.6656
ftr06657	Pyridoxal kinase (EC 2.7.1.35)	ModelSEED	null	ModelSEED:msfr.6657
ftr06658	D-erythrose-4-phosphate dehydrogenase (EC 1.2.1.72)	ModelSEED	null	ModelSEED:msfr.6658
ftr06659	Heat shock protein 60 family chaperone GroEL	ModelSEED	null	ModelSEED:msfr.6659
ftr06660	Heat shock protein 60 family co-chaperone GroES	ModelSEED	null	ModelSEED:msfr.6660
ftr06661	Chlorosome protein A	ModelSEED	null	ModelSEED:msfr.6661
ftr06662	Chlorosome protein B	ModelSEED	null	ModelSEED:msfr.6662
ftr06663	Chlorosome protein C	ModelSEED	null	ModelSEED:msfr.6663
ftr06664	Chlorosome protein D	ModelSEED	null	ModelSEED:msfr.6664
ftr06665	Chlorosome protein E	ModelSEED	null	ModelSEED:msfr.6665
ftr06666	Chlorosome protein F	ModelSEED	null	ModelSEED:msfr.6666
ftr06668	Chlorosome protein H	ModelSEED	null	ModelSEED:msfr.6668
ftr06669	Chlorosome protein I, 2Fe-2S ferredoxin	ModelSEED	null	ModelSEED:msfr.6669
ftr06670	Chlorosome protein J, 2Fe-2S ferredoxin	ModelSEED	null	ModelSEED:msfr.6670
ftr06671	Chlorosome protein X	ModelSEED	null	ModelSEED:msfr.6671
ftr06674	Leu operon leader peptide	ModelSEED	null	ModelSEED:msfr.6674
ftr06675	Probable transcriptional activator for leuABCD operon	ModelSEED	null	ModelSEED:msfr.6675
ftr06676	Translation initiation factor SUI1	ModelSEED	null	ModelSEED:msfr.6676
ftr06677	Translation initiation factor SUI1-related protein	ModelSEED	null	ModelSEED:msfr.6677
ftr06678	Eukaryotic translation initiation factor 2 alpha subunit	ModelSEED	null	ModelSEED:msfr.6678
ftr06679	Eukaryotic translation initiation factor 2 beta subunit	ModelSEED	null	ModelSEED:msfr.6679
ftr06680	Eukaryotic translation initiation factor 2 gamma subunit	ModelSEED	null	ModelSEED:msfr.6680
ftr06681	Translation initiation factor 2B alpha subunit	ModelSEED	null	ModelSEED:msfr.6681
ftr06682	Translation initiation factor 2B beta subunit	ModelSEED	null	ModelSEED:msfr.6682
ftr06683	Translation initiation factor 2B gamma subunit	ModelSEED	null	ModelSEED:msfr.6683
ftr06684	Translation initiation factor 2B delta subunit	ModelSEED	null	ModelSEED:msfr.6684
ftr06685	Translation initiation factor 2B epsilon subunit	ModelSEED	null	ModelSEED:msfr.6685
ftr06686	Translation initiation factor 2B alpha/beta/delta-type subunit	ModelSEED	null	ModelSEED:msfr.6686
ftr06687	Eukaryotic translation initiation factor 3 135 kDa subunit	ModelSEED	null	ModelSEED:msfr.6687
ftr06688	Eukaryotic translation initiation factor 3 110 kDa subunit	ModelSEED	null	ModelSEED:msfr.6688
ftr06689	Eukaryotic translation initiation factor 3 93 kDa subunit	ModelSEED	null	ModelSEED:msfr.6689
ftr06690	Eukaryotic translation initiation factor 3 90 kDa subunit	ModelSEED	null	ModelSEED:msfr.6690
ftr06691	Eukaryotic translation initiation factor 3 39 kDa subunit	ModelSEED	null	ModelSEED:msfr.6691
ftr06692	Eukaryotic translation initiation factor 3 30 kDa subunit	ModelSEED	null	ModelSEED:msfr.6692
ftr06693	Eukaryotic translation initiation factor 3 RNA-binding subunit	ModelSEED	null	ModelSEED:msfr.6693
ftr06694	Eukaryotic translation initiation factor 4A	ModelSEED	null	ModelSEED:msfr.6694
ftr06695	Eukaryotic translation initiation factor 4B	ModelSEED	null	ModelSEED:msfr.6695
ftr06696	Eukaryotic translation initiation factor 4E	ModelSEED	null	ModelSEED:msfr.6696
ftr06697	Eukaryotic translation initiation factor 4H	ModelSEED	null	ModelSEED:msfr.6697
ftr06698	Eukaryotic translation initiation factor 5	ModelSEED	null	ModelSEED:msfr.6698
ftr06699	Eukaryotic translation initiation factor 5A	ModelSEED	null	ModelSEED:msfr.6699
ftr06700	Eukaryotic translation initiation factor 6	ModelSEED	null	ModelSEED:msfr.6700
ftr06712	Flagella-related protein DE flaD/flaE	ModelSEED	null	ModelSEED:msfr.6712
ftr06717	Co-activator of prophage gene expression IbrA	ModelSEED	null	ModelSEED:msfr.6717
ftr06718	Co-activator of prophage gene expression IbrB	ModelSEED	null	ModelSEED:msfr.6718
ftr06719	Vibrioferrin ligase/carboxylase protein PvsA	ModelSEED	null	ModelSEED:msfr.6719
ftr06720	Vibrioferrin amide bond forming protein PvsB	ModelSEED	null	ModelSEED:msfr.6720
ftr06721	Vibrioferrin membrane-spanning transport protein PvsC	ModelSEED	null	ModelSEED:msfr.6721
ftr06722	Vibrioferrin amide bond forming protein PvsD	ModelSEED	null	ModelSEED:msfr.6722
ftr06723	Vibrioferrin decarboxylase protein PvsE	ModelSEED	null	ModelSEED:msfr.6723
ftr06724	Ferric siderophore receptor PsuA	ModelSEED	null	ModelSEED:msfr.6724
ftr06725	Vibrioferrin receptor PvuA	ModelSEED	null	ModelSEED:msfr.6725
ftr06726	Ferrichrome ABC transporter (permease) PvuC	ModelSEED	null	ModelSEED:msfr.6726
ftr06727	Ferrichrome ABC transporter (permease) PvuD	ModelSEED	null	ModelSEED:msfr.6727
ftr06728	Ferrichrome ABC transporter (ATP binding subunit) PvuE	ModelSEED	null	ModelSEED:msfr.6728
ftr06745	LysR-type transcriptional regulator for nopaline catabolism NocR	ModelSEED	null	ModelSEED:msfr.6745
ftr06746	Nopaline transporter ATP-binding protein NocP	ModelSEED	null	ModelSEED:msfr.6746
ftr06747	Nopaline transporter periplasmic substrate-binding protein NocT	ModelSEED	null	ModelSEED:msfr.6747
ftr06748	Nopaline transporter permease protein NocQ	ModelSEED	null	ModelSEED:msfr.6748
ftr06749	Nopaline transporter permease protein NocM	ModelSEED	null	ModelSEED:msfr.6749
ftr06750	Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4)	ModelSEED	null	ModelSEED:msfr.6750
ftr06751	Laminin beta-1 chain precursor	ModelSEED	null	ModelSEED:msfr.6751
ftr06752	E-cadherin binding protein E7	ModelSEED	null	ModelSEED:msfr.6752
ftr06753	Chloride anion exchanger	ModelSEED	null	ModelSEED:msfr.6753
ftr06754	DNA mismatch repair protein Mlh3	ModelSEED	null	ModelSEED:msfr.6754
ftr06755	Acylphosphate phosphohydrolase (EC 3.6.1.7)	ModelSEED	null	ModelSEED:msfr.6755
ftr06756	ribosomal protein S6 kinase-like 1	ModelSEED	null	ModelSEED:msfr.6756
ftr06757	Nuclear protein ZAP3	ModelSEED	null	ModelSEED:msfr.6757
ftr06758	Placental growth factor, vascular endothelial growth factor-related protein	ModelSEED	null	ModelSEED:msfr.6758
ftr06759	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	ModelSEED	null	ModelSEED:msfr.6759
ftr06760	Choline O-acetyltransferase (EC 2.3.1.6)	ModelSEED	null	ModelSEED:msfr.6760
ftr06761	Vesicular acetylcholine transporter	ModelSEED	null	ModelSEED:msfr.6761
ftr06762	Translocase of inner mitochondrial membrane 23 homolog	ModelSEED	null	ModelSEED:msfr.6762
ftr06763	poly (ADP-ribose) glycohydrolase	ModelSEED	null	ModelSEED:msfr.6763
ftr06764	DNA-directed RNA polymerase III 25 kDa polypeptide (EC 2.7.7.6)	ModelSEED	null	ModelSEED:msfr.6764
ftr06765	Protein-arginine deiminase type III (EC 3.5.3.15)	ModelSEED	null	ModelSEED:msfr.6765
ftr06766	Protein-arginine deiminase type-1 (EC 3.5.3.15)	ModelSEED	null	ModelSEED:msfr.6766
ftr06767	Probable cation-transporting ATPase 1	ModelSEED	null	ModelSEED:msfr.6767
ftr06768	rootletin	ModelSEED	null	ModelSEED:msfr.6768
ftr06769	Microfibrillar-associated protein 2 precursor	ModelSEED	null	ModelSEED:msfr.6769
ftr06770	Malate dehydrogenase (EC 1.1.1.37)	ModelSEED	null	ModelSEED:msfr.6770
ftr06771	Map kinase phosphatase-like protein MK-STYX	ModelSEED	null	ModelSEED:msfr.6771
ftr06772	NADPH--cytochrome P450 reductase (EC 1.6.2.4)	ModelSEED	null	ModelSEED:msfr.6772
ftr06773	Transmembrane protein induced by tumor necrosis factor alpha	ModelSEED	null	ModelSEED:msfr.6773
ftr06774	Heat-shock protein beta-1	ModelSEED	null	ModelSEED:msfr.6774
ftr06775	Fumarate hydratase class II (EC 4.2.1.2)	ModelSEED	null	ModelSEED:msfr.6775
ftr06776	Opsin 3	ModelSEED	null	ModelSEED:msfr.6776
ftr06777	Isocitrate dehydrogenase 3 subunit alpha, mitochondrial precursor (EC 1.1.1.41)	ModelSEED	null	ModelSEED:msfr.6777
ftr06778	WD repeat protein 61	ModelSEED	null	ModelSEED:msfr.6778
ftr06779	ADAMTS-7 precursor (EC 3.4.24.-)	ModelSEED	null	ModelSEED:msfr.6779
ftr06780	Calcium and integrin-binding protein 2	ModelSEED	null	ModelSEED:msfr.6780
ftr06781	Gonadotropin-regulated long chain acyl-CoA synthetase	ModelSEED	null	ModelSEED:msfr.6781
ftr06782	Cellular retinoic acid-binding protein 1	ModelSEED	null	ModelSEED:msfr.6782
ftr06783	Isocitrate dehydrogenase 3 subunit beta, mitochondrial precursor (EC 1.1.1.41)	ModelSEED	null	ModelSEED:msfr.6783
ftr06785	Protein FAM113A	ModelSEED	null	ModelSEED:msfr.6785
ftr06786	Transcription factor COE4	ModelSEED	null	ModelSEED:msfr.6786
ftr06787	Vacuolar protein sorting 16	ModelSEED	null	ModelSEED:msfr.6787
ftr06788	Probable carboxypeptidase X1 precursor (EC 3.4.17.-)	ModelSEED	null	ModelSEED:msfr.6788
ftr06789	DNA repair protein RAD51	ModelSEED	null	ModelSEED:msfr.6789
ftr06790	Meiotic recombination protein DMC1	ModelSEED	null	ModelSEED:msfr.6790
ftr06791	DNA repair protein RAD51 homolog 2	ModelSEED	null	ModelSEED:msfr.6791
ftr06792	DNA repair protein RAD51 homolog 3	ModelSEED	null	ModelSEED:msfr.6792
ftr06793	DNA repair protein RAD51 homolog 4	ModelSEED	null	ModelSEED:msfr.6793
ftr06794	DNA repair protein RAD57	ModelSEED	null	ModelSEED:msfr.6794
ftr06795	DNA repair and recombination protein RadA	ModelSEED	null	ModelSEED:msfr.6795
ftr06796	DNA repair and recombination protein RadB	ModelSEED	null	ModelSEED:msfr.6796
ftr06797	conserved hypothetical protein in cyt c oxidase gene clusters	ModelSEED	null	ModelSEED:msfr.6797
ftr06798	Dipicolinate synthase subunit A (EC 4.2.1.52)	ModelSEED	null	ModelSEED:msfr.6798
ftr06799	Dipicolinate synthase subunit B	ModelSEED	null	ModelSEED:msfr.6799
ftr06800	Quaternary ammonium compound-resistance protein sugE	ModelSEED	null	ModelSEED:msfr.6800
ftr06801	Ethidium bromide-methyl viologen resistance protein EmrE	ModelSEED	null	ModelSEED:msfr.6801
ftr06802	Spermidine export protein mdtI	ModelSEED	null	ModelSEED:msfr.6802
ftr06803	Spermidine export protein mdtJ	ModelSEED	null	ModelSEED:msfr.6803
ftr06804	Multidrug resistance protein EbrA	ModelSEED	null	ModelSEED:msfr.6804
ftr06805	Multidrug resistance protein ebrB	ModelSEED	null	ModelSEED:msfr.6805
ftr06806	Multidrug resistance protein mmr	ModelSEED	null	ModelSEED:msfr.6806
ftr06807	Protein of unknown function UPF0060	ModelSEED	null	ModelSEED:msfr.6807
ftr06809	Methenyltetrahydrofolate cyclohydrolase	ModelSEED	null	ModelSEED:msfr.6809
ftr06816	Alginate lyase precursor (EC 4.2.2.3)	ModelSEED	null	ModelSEED:msfr.6816
ftr06817	Poly (beta-D-mannuronate) lyase (EC 4.2.2.3)	ModelSEED	null	ModelSEED:msfr.6817
ftr06818	Alginate lyase (EC 4.2.2.3)	ModelSEED	null	ModelSEED:msfr.6818
ftr06819	Alginate biosynthesis protein AlgX	ModelSEED	null	ModelSEED:msfr.6819
ftr06820	alginate o-acetyltransferase AlgF	ModelSEED	null	ModelSEED:msfr.6820
ftr06821	outer membrane protein AlgE	ModelSEED	null	ModelSEED:msfr.6821
ftr06822	alginate biosynthesis protein AlgJ	ModelSEED	null	ModelSEED:msfr.6822
ftr06823	Poly (beta-D-mannuronate) C5 epimerase precursor (EC 5.1.3.-)	ModelSEED	null	ModelSEED:msfr.6823
ftr06824	Alginate biosynthesis protein AlgK precursor	ModelSEED	null	ModelSEED:msfr.6824
ftr06825	Alginate biosynthesis protein Alg44	ModelSEED	null	ModelSEED:msfr.6825
ftr06826	Alginate biosynthesis protein Alg8	ModelSEED	null	ModelSEED:msfr.6826
ftr06827	GDP-mannose 6-dehydrogenase (EC 1.1.1.132)	ModelSEED	null	ModelSEED:msfr.6827
ftr06828	Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-)	ModelSEED	null	ModelSEED:msfr.6828
ftr06829	Acetoin(diacetyl) reductase	ModelSEED	null	ModelSEED:msfr.6829
ftr06830	Alginate biosynthesis transcriptional activator	ModelSEED	null	ModelSEED:msfr.6830
ftr06831	RNA polymerase sigma-H factor AlgT	ModelSEED	null	ModelSEED:msfr.6831
ftr06832	YjbE secreted protein	ModelSEED	null	ModelSEED:msfr.6832
ftr06833	YjbF outer membrane lipoprotein	ModelSEED	null	ModelSEED:msfr.6833
ftr06834	YjbG polysaccharide synthesis-related protein	ModelSEED	null	ModelSEED:msfr.6834
ftr06835	YjbH outer membrane lipoprotein	ModelSEED	null	ModelSEED:msfr.6835
ftr06836	Methane/phenol/toluene hydroxylase	ModelSEED	null	ModelSEED:msfr.6836
ftr06838	Predicted metal-dependent hydrolase of the TIM-barrel fold	ModelSEED	null	ModelSEED:msfr.6838
ftr06839	Monooxygenase component MmoB/DmpM	ModelSEED	null	ModelSEED:msfr.6839
ftr06840	blr3675	ModelSEED	null	ModelSEED:msfr.6840
ftr06841	putative alcohol dehydrogenase (EC 1.1.1.1)	ModelSEED	null	ModelSEED:msfr.6841
ftr06842	Diguanylate cyclase	ModelSEED	null	ModelSEED:msfr.6842
ftr06843	blr3682	ModelSEED	null	ModelSEED:msfr.6843
ftr06844	ABC-type Mn/Zn transport systems, ATPase component	ModelSEED	null	ModelSEED:msfr.6844
ftr06845	Transcriptional activator of acetoin/glycerol metabolism	ModelSEED	null	ModelSEED:msfr.6845
ftr06847	FIG001583: hypothetical protein, contains S4-like RNA binding domain	ModelSEED	null	ModelSEED:msfr.6847
ftr06848	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)	ModelSEED	null	ModelSEED:msfr.6848
ftr06849	dTDP-Rha:A-D-GlcNAc-diphosphoryl polyprenol, A-3-L-rhamnosyl transferase WbbL	ModelSEED	null	ModelSEED:msfr.6849
ftr06850	Carbon monoxide dehydrogenase small chain (EC 1.2.99.2)	ModelSEED	null	ModelSEED:msfr.6850
ftr06851	Carbon monoxide dehydrogenase medium chain (EC 1.2.99.2)	ModelSEED	null	ModelSEED:msfr.6851
ftr06852	Carbon monoxide dehydrogenase large chain (EC 1.2.99.2)	ModelSEED	null	ModelSEED:msfr.6852
ftr06853	Carbon monoxide dehydrogenase form I, large chain( EC:1.2.99.2 )	ModelSEED	null	ModelSEED:msfr.6853
ftr06854	Carbon monoxide oxidation accessory protein CoxC	ModelSEED	null	ModelSEED:msfr.6854
ftr06855	CO dehydrogenases maturation factor, CoxF family	ModelSEED	null	ModelSEED:msfr.6855
ftr06856	Transcription regulator in CO-DH cluster	ModelSEED	null	ModelSEED:msfr.6856
ftr06857	Carbon monoxide dehydrogenase large chain (EC 1.2.99.2) without typical motifs	ModelSEED	null	ModelSEED:msfr.6857
ftr06858	Carbon-monoxide dehydrogenase form II, large subunit (EC 1.2.99.2)	ModelSEED	null	ModelSEED:msfr.6858
ftr06859	Uncharacterized MobA-related protein	ModelSEED	null	ModelSEED:msfr.6859
ftr06860	Carbon monoxide dehydrogenase large chain (EC 1.2.99.2) parolog without usual motifs	ModelSEED	null	ModelSEED:msfr.6860
ftr06861	Hypothetical lactonase in carbon monoxide dehydrogenase cluster	ModelSEED	null	ModelSEED:msfr.6861
ftr06863	Iron (II) and Manganese ABC transporter, ATP-binding component	ModelSEED	null	ModelSEED:msfr.6863
ftr06865	Iron (II) and Manganese ABC transporter, inner membrane component	ModelSEED	null	ModelSEED:msfr.6865
ftr06866	Tetrachloroethene reductive dehalogenase PceA (EC 1.97.1.8)	ModelSEED	null	ModelSEED:msfr.6866
ftr06867	Tetrachloroethene reductive dehalogenase PceA membrane-bound subunit	ModelSEED	null	ModelSEED:msfr.6867
ftr06868	Tetrachloroethene reductive dehalogenase TceA	ModelSEED	null	ModelSEED:msfr.6868
ftr06869	Tetrachloroethene reductive dehalogenase TceA membrane-bound subunit	ModelSEED	null	ModelSEED:msfr.6869
ftr06870	membrane docking protein	ModelSEED	null	ModelSEED:msfr.6870
ftr06871	Sugar diacid utilization regulator SdaR	ModelSEED	null	ModelSEED:msfr.6871
ftr06872	Predicted 5-dehydro-4-deoxyglucarate regulator YcbG	ModelSEED	null	ModelSEED:msfr.6872
ftr06873	Predicted D-glucarate or D-galactorate regulator, GntR family	ModelSEED	null	ModelSEED:msfr.6873
ftr06874	Predicted D-glucarate or D-galactorate regulator, IclR family	ModelSEED	null	ModelSEED:msfr.6874
ftr06875	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	ModelSEED	null	ModelSEED:msfr.6875
ftr06877	Predicted amino-acid acetyltransferase (EC 2.3.1.1) complementing ArgA function in Arginine Biosynthesis pathway	ModelSEED	null	ModelSEED:msfr.6877
ftr06878	Acetylornithine aminotransferase, mitochondrial precursor (EC 2.6.1.11) (ACOAT)	ModelSEED	null	ModelSEED:msfr.6878
ftr06879	Acetylornithine aminotransferase 1 (EC 2.6.1.11)	ModelSEED	null	ModelSEED:msfr.6879
ftr06880	Acetylornithine aminotransferase 2 (EC 2.6.1.11)	ModelSEED	null	ModelSEED:msfr.6880
ftr06881	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12)	ModelSEED	null	ModelSEED:msfr.6881
ftr06882	Thiol:disulfide oxidoreductase associated with MetSO reductase	ModelSEED	null	ModelSEED:msfr.6882
ftr06883	Two-component sensor kinase yesM (EC 2.7.3.-), associated with MetSO reductase	ModelSEED	null	ModelSEED:msfr.6883
ftr06884	Two-component response regulator yesN, associated with MetSO reductase	ModelSEED	null	ModelSEED:msfr.6884
ftr06885	Cytochrome c-type biogenesis protein CcdA homolog, associated with MetSO reductase	ModelSEED	null	ModelSEED:msfr.6885
ftr06886	Selenoprotein O and cysteine-containing homologs	ModelSEED	null	ModelSEED:msfr.6886
ftr06887	Hypothetical protein probably associated with Carbamoyl-phosphate synthase	ModelSEED	null	ModelSEED:msfr.6887
ftr06888	Probable carboxyvinyl-carboxyphosphonate phosphorylmutase (EC 2.7.8.23)	ModelSEED	null	ModelSEED:msfr.6888
ftr06889	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	ModelSEED	null	ModelSEED:msfr.6889
ftr06890	ADA regulatory protein	ModelSEED	null	ModelSEED:msfr.6890
ftr06891	Maltose operon periplasmic protein MalM	ModelSEED	null	ModelSEED:msfr.6891
ftr06892	Transcriptional activator of maltose regulon, MalT	ModelSEED	null	ModelSEED:msfr.6892
ftr06893	Maltose operon transcriptional repressor MalR, LacI family	ModelSEED	null	ModelSEED:msfr.6893
ftr06894	Maltodextrose utilization protein MalA	ModelSEED	null	ModelSEED:msfr.6894
ftr06895	Maltodextrin glucosidase (EC 3.2.1.20)	ModelSEED	null	ModelSEED:msfr.6895
ftr06896	Alpha-glucosidase (EC 3.2.1.20)	ModelSEED	null	ModelSEED:msfr.6896
ftr06897	Oligo-1,6-glucosidase (EC 3.2.1.10)	ModelSEED	null	ModelSEED:msfr.6897
ftr06898	Beta-phosphoglucomutase (EC 5.4.2.6)	ModelSEED	null	ModelSEED:msfr.6898
ftr06899	Maltose phosphorylase (EC 2.4.1.8)	ModelSEED	null	ModelSEED:msfr.6899
ftr06900	Transcriptional regulator YcjW, LacI family, possibly involved in maltodextrin utilization pathway	ModelSEED	null	ModelSEED:msfr.6900
ftr06901	Putative oxidoreductase YcjS (EC 1.-.-.-), NADH-binding	ModelSEED	null	ModelSEED:msfr.6901
ftr06902	Sugar phosphate isomerases/epimerases family protein YcjR	ModelSEED	null	ModelSEED:msfr.6902
ftr06903	Zinc-type alcohol dehydrogenase YcjQ	ModelSEED	null	ModelSEED:msfr.6903
ftr06904	Putative sucrose phosphorylase (EC 2.4.1.7)	ModelSEED	null	ModelSEED:msfr.6904
ftr06905	Inner membrane ABC transporter permease protein YcjP	ModelSEED	null	ModelSEED:msfr.6905
ftr06906	Inner membrane ABC transporter permease protein YcjO	ModelSEED	null	ModelSEED:msfr.6906
ftr06907	ABC-type sugar transport system, periplasmic binding protein YcjN	ModelSEED	null	ModelSEED:msfr.6907
ftr06908	Maltose regulon modulator	ModelSEED	null	ModelSEED:msfr.6908
ftr06909	PTS system, maltose and glucose-specific IIA component (EC 2.7.1.69)	ModelSEED	null	ModelSEED:msfr.6909
ftr06910	Maltose-6'-phosphate glucosidase (EC 3.2.1.122)	ModelSEED	null	ModelSEED:msfr.6910
ftr06911	Maltose regulon regulatory protein MalI (repressor for malXY)	ModelSEED	null	ModelSEED:msfr.6911
ftr06912	Mlc, transcriptional repressor of MalT (the transcriptional activator of maltose regulon) and manXYZ operon	ModelSEED	null	ModelSEED:msfr.6912
ftr06913	Maltose O-acetyltransferase (EC 2.3.1.79)	ModelSEED	null	ModelSEED:msfr.6913
ftr06914	Predicted maltose-specific TonB-dependent receptor	ModelSEED	null	ModelSEED:msfr.6914
ftr06915	Transcriptional regulator of maltose utilization, LacI family	ModelSEED	null	ModelSEED:msfr.6915
ftr06916	Predicted glucose transporter in maltodextrin utilization gene cluster	ModelSEED	null	ModelSEED:msfr.6916
ftr06917	Predicted maltose transporter MalT	ModelSEED	null	ModelSEED:msfr.6917
ftr06918	Ycf36 protein	ModelSEED	null	ModelSEED:msfr.6918
ftr06919	Citrate lyase beta chain (EC 4.1.3.6)	ModelSEED	null	ModelSEED:msfr.6919
ftr06920	Citrate lyase alpha chain (EC 4.1.3.6)	ModelSEED	null	ModelSEED:msfr.6920
ftr06921	[Citrate [pro-3S]-lyase] ligase (EC 6.2.1.22)	ModelSEED	null	ModelSEED:msfr.6921
ftr06922	Citrate lyase gamma chain, acyl carrier protein (EC 4.1.3.6)	ModelSEED	null	ModelSEED:msfr.6922
ftr06924	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase (EC 2.7.8.25)	ModelSEED	null	ModelSEED:msfr.6924
ftr06925	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase (EC 2.7.7.61)	ModelSEED	null	ModelSEED:msfr.6925
ftr06926	Na(+)Citrate OH(-) antiporter	ModelSEED	null	ModelSEED:msfr.6926
ftr06927	Citrate lyase transcriptional regulator CitI	ModelSEED	null	ModelSEED:msfr.6927
ftr06928	Citrate Succinate antiporter (TC 2.A.47.3.2)	ModelSEED	null	ModelSEED:msfr.6928
ftr06929	anaerobic C4-dicarboxylate transporter DcuC	ModelSEED	null	ModelSEED:msfr.6929
ftr06930	IncI1 plasmid conjugative transfer protein TraA	ModelSEED	null	ModelSEED:msfr.6930
ftr06931	IncI1 plasmid conjugative transfer NusG-type transcription antiterminator TraB	ModelSEED	null	ModelSEED:msfr.6931
ftr06932	IncI1 plasmid conjugative transfer protein TraC	ModelSEED	null	ModelSEED:msfr.6932
ftr06934	IncI1 plasmid conjugative transfer protein PilI	ModelSEED	null	ModelSEED:msfr.6934
ftr06935	IncI1 plasmid conjugative transfer protein PilJ	ModelSEED	null	ModelSEED:msfr.6935
ftr06936	IncI1 plasmid conjugative transfer protein PilK	ModelSEED	null	ModelSEED:msfr.6936
ftr06937	IncI1 plasmid conjugative transfer protein PilL	ModelSEED	null	ModelSEED:msfr.6937
ftr06938	IncI1 plasmid conjugative transfer protein PilM	ModelSEED	null	ModelSEED:msfr.6938
ftr06939	IncI1 plasmid conjugative transfer lipoprotein PilN	ModelSEED	null	ModelSEED:msfr.6939
